dt	solar	precp	temp_max	temp_min	evap	temp
Tue Dec 07 2010 00:00:00 GMT+0800 (CST)	8.81	0	22.5	11	3.5	16.7
Wed Dec 08 2010 00:00:00 GMT+0800 (CST)	8.18	0	21.2	10	1.8	14.2
Thu Dec 09 2010 00:00:00 GMT+0800 (CST)	10.83	0	23.3	8.8	2.3	14.7
Fri Dec 10 2010 00:00:00 GMT+0800 (CST)	7.39	0	23.5	9.1	1.8	16.8
Sat Dec 11 2010 00:00:00 GMT+0800 (CST)	5.34	0	24.6	13.7	1.6	18.5
Sun Dec 12 2010 00:00:00 GMT+0800 (CST)	10.24	0	27.7	12.8	2.6	18.9
Mon Dec 13 2010 00:00:00 GMT+0800 (CST)	6.06	0	29.3	14.7	0.4	21.3
Tue Dec 14 2010 00:00:00 GMT+0800 (CST)	5.55	0	24.5	18.8	1.4	21
Wed Dec 15 2010 00:00:00 GMT+0800 (CST)	2.47	2.5	22	15.6	0	19.3
Thu Dec 16 2010 00:00:00 GMT+0800 (CST)	1.56	19.5	15.6	9.2	0.9	11.2
Fri Dec 17 2010 00:00:00 GMT+0800 (CST)	10.01	0	17.6	6.7	2.2	11.7
Sat Dec 18 2010 00:00:00 GMT+0800 (CST)	11.48	0	23.3	5.9	1.8	13.2
Sun Dec 19 2010 00:00:00 GMT+0800 (CST)	10.32	0	25.1	11.1	2.6	17.3
Mon Dec 20 2010 00:00:00 GMT+0800 (CST)	11	0	26.1	11.6	2.5	17.7
Tue Dec 21 2010 00:00:00 GMT+0800 (CST)	9.09	0	24.7	12.3	2.6	17.7
Wed Dec 22 2010 00:00:00 GMT+0800 (CST)	9.53	0	24.9	13.8	2.2	18
Thu Dec 23 2010 00:00:00 GMT+0800 (CST)	8.9	0	25.5	13.3	0.4	18.6
Fri Dec 24 2010 00:00:00 GMT+0800 (CST)	9.8	0	26.4	13.1	1.9	18.9
Sat Dec 25 2010 00:00:00 GMT+0800 (CST)	4.56	0.5	20.8	13.7	1.8	16.7
Sun Dec 26 2010 00:00:00 GMT+0800 (CST)	5.65	0	15.5	6.9	1.3	12.1
Mon Dec 27 2010 00:00:00 GMT+0800 (CST)	11.17	0	21.7	5.6	2.5	12.7
Tue Dec 28 2010 00:00:00 GMT+0800 (CST)	11.17	0	23	7.2	2.7	14
Wed Dec 29 2010 00:00:00 GMT+0800 (CST)	10.83	0	25	8.2	1.9	15.8
Thu Dec 30 2010 00:00:00 GMT+0800 (CST)	10.59	0	22.5	9.3	3.5	15
Fri Dec 31 2010 00:00:00 GMT+0800 (CST)	10.27	0	19.4	6.6	1.6	12.3
Sat Jan 01 2011 00:00:00 GMT+0800 (CST)						
Sat Jan 01 2011 00:00:00 GMT+0800 (CST)	9.83	0	20	5.3	2.2	11.1
Sun Jan 02 2011 00:00:00 GMT+0800 (CST)	9.94	0	20.8	6.8	1.7	13
Mon Jan 03 2011 00:00:00 GMT+0800 (CST)	3.48	0	17	11.1	1.3	13.7
Tue Jan 04 2011 00:00:00 GMT+0800 (CST)	8.54	0	20	12.7	1.7	15
Wed Jan 05 2011 00:00:00 GMT+0800 (CST)	10.11	0.5	23.4	12.4	2.7	17.3
Thu Jan 06 2011 00:00:00 GMT+0800 (CST)	5.35	0	18.5	12.1	3.5	15.5
Fri Jan 07 2011 00:00:00 GMT+0800 (CST)	7.42	0	18.5	11.2	1.5	14
Sat Jan 08 2011 00:00:00 GMT+0800 (CST)	7.61	0	21.8	12.7	2.2	16.1
Sun Jan 09 2011 00:00:00 GMT+0800 (CST)	7.39	0	21.6	13.9	2.4	16.8
Mon Jan 10 2011 00:00:00 GMT+0800 (CST)	4.54	0	17.1	12.7	1.5	14.2
Tue Jan 11 2011 00:00:00 GMT+0800 (CST)	2.59	5.5	14.6	9.7	1.3	12.4
Wed Jan 12 2011 00:00:00 GMT+0800 (CST)	2.03	15	11.6	8.9	0	10.4
Thu Jan 13 2011 00:00:00 GMT+0800 (CST)	8.47	0	21.5	10.9	0.8	15.5
Fri Jan 14 2011 00:00:00 GMT+0800 (CST)	8.82	0	22.6	13.5	1.3	17.2
Sat Jan 15 2011 00:00:00 GMT+0800 (CST)	10.19	0	17.5	10.6	3.9	14.3
Sun Jan 16 2011 00:00:00 GMT+0800 (CST)	2.72	0	12.3	8.6	1.4	10.4
Mon Jan 17 2011 00:00:00 GMT+0800 (CST)	11.14	0	20.9	9.8	1.2	13.5
Tue Jan 18 2011 00:00:00 GMT+0800 (CST)	8.11	0	21.7	7.7	1.8	14.3
Wed Jan 19 2011 00:00:00 GMT+0800 (CST)	11.03	0	24	13.2	2.3	17.5
Thu Jan 20 2011 00:00:00 GMT+0800 (CST)	5	0	21.2	12.5	0.4	16.8
Fri Jan 21 2011 00:00:00 GMT+0800 (CST)	6.09	7.5	20.3	13.5	1.5	15.7
Sat Jan 22 2011 00:00:00 GMT+0800 (CST)	3.09	0	17.7	12.9	0.4	15.1
Sun Jan 23 2011 00:00:00 GMT+0800 (CST)	11.26	0	22.7	12.5	2.7	16.4
Mon Jan 24 2011 00:00:00 GMT+0800 (CST)	9.39	0	20	12.6	2.8	15.3
Tue Jan 25 2011 00:00:00 GMT+0800 (CST)	9.81	0	21.1	11.9	4	15.3
Wed Jan 26 2011 00:00:00 GMT+0800 (CST)	11.94	0	22.8	10.8	7.2	16.1
Thu Jan 27 2011 00:00:00 GMT+0800 (CST)	12.49	0	24.4	11.3	4.6	16.7
Fri Jan 28 2011 00:00:00 GMT+0800 (CST)	9.32	0	21	13.3	4.7	16.3
Sat Jan 29 2011 00:00:00 GMT+0800 (CST)	6.13	0	16.6	12.1	3.5	13.9
Sun Jan 30 2011 00:00:00 GMT+0800 (CST)	8.33	0	19.9	11.3	2.4	13.6
Mon Jan 31 2011 00:00:00 GMT+0800 (CST)	7.38	0	17.7	9	0.7	12.9
Tue Feb 01 2011 00:00:00 GMT+0800 (CST)	11.26	0	22.3	9.2	6.2	15
Wed Feb 02 2011 00:00:00 GMT+0800 (CST)	12.05	0	20.2	11.5	3.1	15.4
Thu Feb 03 2011 00:00:00 GMT+0800 (CST)	12.79	0	24.4	9.8	2.4	15.8
Fri Feb 04 2011 00:00:00 GMT+0800 (CST)	13.03	0	24.8	10.8	2.9	17
Sat Feb 05 2011 00:00:00 GMT+0800 (CST)	13.49	0	26.7	10.8	3	17.6
Sun Feb 06 2011 00:00:00 GMT+0800 (CST)	13.34	0	25.4	10.8	3.8	17.2
Mon Feb 07 2011 00:00:00 GMT+0800 (CST)	13.38	0	26.6	11.3	3.2	18.3
Tue Feb 08 2011 00:00:00 GMT+0800 (CST)	10.34	0	26.7	14.3	3.4	19.2
Wed Feb 09 2011 00:00:00 GMT+0800 (CST)	12.75	0	26.3	11.6	1.9	18.6
Thu Feb 10 2011 00:00:00 GMT+0800 (CST)	10.82	0	26.8	15.1	3.9	18.9
Fri Feb 11 2011 00:00:00 GMT+0800 (CST)	10.62	0	20.5	12.4	3.7	15.2
Sat Feb 12 2011 00:00:00 GMT+0800 (CST)	3.14	0	16.6	12.1	1.8	14
Sun Feb 13 2011 00:00:00 GMT+0800 (CST)	5.57	4	20	11.1	2.1	14.5
Mon Feb 14 2011 00:00:00 GMT+0800 (CST)	3.61	3.5	13	10.5	0.6	11.6
Tue Feb 15 2011 00:00:00 GMT+0800 (CST)	6.15	0.5	19	10.9	1.5	13.6
Wed Feb 16 2011 00:00:00 GMT+0800 (CST)	7.66	0	21.3	13.2	0.4	16
Thu Feb 17 2011 00:00:00 GMT+0800 (CST)	12.05	0.5	27.2	14.1	3.2	18.6
Fri Feb 18 2011 00:00:00 GMT+0800 (CST)	8.58	0	20.1	14.7	1.9	16.7
Sat Feb 19 2011 00:00:00 GMT+0800 (CST)	2.32	1	17.2	13.7	0.4	15.4
Sun Feb 20 2011 00:00:00 GMT+0800 (CST)	10.33	7.5	19.9	13.2	1.9	15.4
Mon Feb 21 2011 00:00:00 GMT+0800 (CST)	4.12	0	18.2	11.6	0.4	15.2
Tue Feb 22 2011 00:00:00 GMT+0800 (CST)	13.13	0	23.4	11	1.1	16.5
Wed Feb 23 2011 00:00:00 GMT+0800 (CST)	10.55	0	25.2	14.7	2	18.9
Thu Feb 24 2011 00:00:00 GMT+0800 (CST)	7.43	1	24.4	16.2	0	19.3
Fri Feb 25 2011 00:00:00 GMT+0800 (CST)	13.15	0	26.7	15.2	0.4	19.7
Sat Feb 26 2011 00:00:00 GMT+0800 (CST)	12.35	0	25.3	15.2	3.5	18.8
Sun Feb 27 2011 00:00:00 GMT+0800 (CST)	10.93	0	26.6	14.8	0.2	19
Mon Feb 28 2011 00:00:00 GMT+0800 (CST)	13.96	0	27.4	15.1	5.3	19.8
Tue Mar 01 2011 00:00:00 GMT+0800 (CST)	12.7	0	24.7	15.1	1.9	18.2
Wed Mar 02 2011 00:00:00 GMT+0800 (CST)	11.21	0	23	14.8	0.4	16.9
Thu Mar 03 2011 00:00:00 GMT+0800 (CST)	11.9	0	22.6	13.7	4.3	16.7
Fri Mar 04 2011 00:00:00 GMT+0800 (CST)	11.52	0	20.6	12.9	0.8	15.7
Sat Mar 05 2011 00:00:00 GMT+0800 (CST)	10.46	0	23	14.2	2.4	17.3
Sun Mar 06 2011 00:00:00 GMT+0800 (CST)	8.03	0	27.3	15.1	0	20.2
Mon Mar 07 2011 00:00:00 GMT+0800 (CST)	8.12	5	20.8	13.5	1.6	16.5
Tue Mar 08 2011 00:00:00 GMT+0800 (CST)	2.96	0	18.1	13.5	0.7	15.4
Wed Mar 09 2011 00:00:00 GMT+0800 (CST)	9.96	0	23.5	13.2	1.5	18.1
Thu Mar 10 2011 00:00:00 GMT+0800 (CST)	5.55	0	22	16.2	0.6	18.2
Fri Mar 11 2011 00:00:00 GMT+0800 (CST)	5.29	0	21.5	15.4	0.4	17.7
Sat Mar 12 2011 00:00:00 GMT+0800 (CST)	11.25	0	24.9	16.6	0.4	19.4
Sun Mar 13 2011 00:00:00 GMT+0800 (CST)	14.06	0	28.6	15.2	3.4	20.9
Mon Mar 14 2011 00:00:00 GMT+0800 (CST)	12	0	27.9	17.3	0.2	22
Tue Mar 15 2011 00:00:00 GMT+0800 (CST)	11.95	0	26.5	14.7	4.1	19.3
Wed Mar 16 2011 00:00:00 GMT+0800 (CST)	8.77	0	21.5	12.8	2.8	15.7
Thu Mar 17 2011 00:00:00 GMT+0800 (CST)	10.19	0	23.6	13.8	2.9	17.6
Fri Mar 18 2011 00:00:00 GMT+0800 (CST)	5.33	1.5	22.1	17.1	0.2	18.7
Sat Mar 19 2011 00:00:00 GMT+0800 (CST)	7.72	2	24.4	17.1	0.6	19.9
Sun Mar 20 2011 00:00:00 GMT+0800 (CST)	14.72	0	30.8	19.1	3.4	24.6
Mon Mar 21 2011 00:00:00 GMT+0800 (CST)	10.79	0	30.4	21.8	2.9	25.4
Tue Mar 22 2011 00:00:00 GMT+0800 (CST)	9.99	0	21.8	14.8	3.5	18.2
Wed Mar 23 2011 00:00:00 GMT+0800 (CST)	6.48	0	20.3	13.7	1.6	16
Thu Mar 24 2011 00:00:00 GMT+0800 (CST)	6.81	0	19.7	14.8	2.8	16.5
Fri Mar 25 2011 00:00:00 GMT+0800 (CST)	5.27	0	20.2	13.9	1.4	16.3
Sat Mar 26 2011 00:00:00 GMT+0800 (CST)	3.33	0	17.2	13.6	1.5	15
Sun Mar 27 2011 00:00:00 GMT+0800 (CST)	0.86	10.5	13.8	11.7	0.8	12.8
Mon Mar 28 2011 00:00:00 GMT+0800 (CST)	8.18	8.5	20.3	11.5	1.9	15
Tue Mar 29 2011 00:00:00 GMT+0800 (CST)	15.13	0	25.5	12.9	5.1	18.2
Wed Mar 30 2011 00:00:00 GMT+0800 (CST)	9.24	0	24.4	13.3	2.1	18.1
Thu Mar 31 2011 00:00:00 GMT+0800 (CST)	6.29	0	23.1	15	1.4	18.4
Fri Apr 01 2011 00:00:00 GMT+0800 (CST)	15.66	0	25.8	14.5	2.9	20
Sat Apr 02 2011 00:00:00 GMT+0800 (CST)	16.07	0	27.1	15.2	3.9	20.7
Sun Apr 03 2011 00:00:00 GMT+0800 (CST)	12.69	0	27.8	16.8	3.9	21.8
Mon Apr 04 2011 00:00:00 GMT+0800 (CST)	2.28	0	19.8	14.6	2.1	17.2
Tue Apr 05 2011 00:00:00 GMT+0800 (CST)	6.82	0	21.7	14.5	2.7	17.2
Wed Apr 06 2011 00:00:00 GMT+0800 (CST)	11.7	0	25.4	15.6	1.5	19.7
Thu Apr 07 2011 00:00:00 GMT+0800 (CST)	15.62	0	28.2	18.3	8.6	22.1
Fri Apr 08 2011 00:00:00 GMT+0800 (CST)	16.08	0.5	28.3	16.1	9.6	22.1
Sat Apr 09 2011 00:00:00 GMT+0800 (CST)	15.39	0	28.8	17.1	5.4	22.6
Sun Apr 10 2011 00:00:00 GMT+0800 (CST)	12.44	0	28.8	19.1	6.4	22.8
Mon Apr 11 2011 00:00:00 GMT+0800 (CST)	9.1	0	27.3	19.5	1	22.6
Tue Apr 12 2011 00:00:00 GMT+0800 (CST)	12.34	0	27.7	18.4	0.6	22.1
Wed Apr 13 2011 00:00:00 GMT+0800 (CST)	13.99	0	28.4	19.2	0.8	23
Thu Apr 14 2011 00:00:00 GMT+0800 (CST)	9.88	0	29.3	19.4	1.2	23.5
Fri Apr 15 2011 00:00:00 GMT+0800 (CST)	14.25	0	30.7	19.3	0.7	24.9
Sat Apr 16 2011 00:00:00 GMT+0800 (CST)	6.9	0	28.4	21.9	0	25
Sun Apr 17 2011 00:00:00 GMT+0800 (CST)	4.43	0	25.2	20.7	0	22.7
Mon Apr 18 2011 00:00:00 GMT+0800 (CST)	9.29	1	27.6	18.7	0	22.8
Tue Apr 19 2011 00:00:00 GMT+0800 (CST)	17.38	0	28.9	16.1	4.6	21.9
Wed Apr 20 2011 00:00:00 GMT+0800 (CST)	16.59	0	27.9	14.8	1.5	21.2
Thu Apr 21 2011 00:00:00 GMT+0800 (CST)	14.48	0	27.4	16.8	0.5	21.9
Fri Apr 22 2011 00:00:00 GMT+0800 (CST)	9.36	0	29	18.8	0.6	23.4
Sat Apr 23 2011 00:00:00 GMT+0800 (CST)	11.09	0	27.6	19.2	2.2	23
Sun Apr 24 2011 00:00:00 GMT+0800 (CST)	16.36	0	29.5	19.5	4.2	23.8
Mon Apr 25 2011 00:00:00 GMT+0800 (CST)	11.74	0	28.1	18.3	0.5	23.1
Tue Apr 26 2011 00:00:00 GMT+0800 (CST)	9.11	0	28.9	20	0	24.3
Wed Apr 27 2011 00:00:00 GMT+0800 (CST)	15.58	0	32	22.2	0.6	26.1
Thu Apr 28 2011 00:00:00 GMT+0800 (CST)	8.66	0	29.5	21.8	0	24.7
Fri Apr 29 2011 00:00:00 GMT+0800 (CST)	5.45	1.5	27.7	21	0.7	24
Sat Apr 30 2011 00:00:00 GMT+0800 (CST)	4.3	0.5	27.5	21.2	0	24.6
Sun May 01 2011 00:00:00 GMT+0800 (CST)	7.49	0	30	22.6	0	25.8
Mon May 02 2011 00:00:00 GMT+0800 (CST)	7.97	0	28	22.9	0.3	24.8
Tue May 03 2011 00:00:00 GMT+0800 (CST)	11.85	0	31.9	21.9	0.5	25.3
Wed May 04 2011 00:00:00 GMT+0800 (CST)	7.92	0	28.6	20	0	23.8
Thu May 05 2011 00:00:00 GMT+0800 (CST)	9	0	29.2	22.3	0	24.7
Fri May 06 2011 00:00:00 GMT+0800 (CST)	6.2	0	28.5	21.7	0.1	24.4
Sat May 07 2011 00:00:00 GMT+0800 (CST)	11.72	0	32.2	22	0.6	25.4
Sun May 08 2011 00:00:00 GMT+0800 (CST)	17.46	0	31.8	23.1	0.7	27.3
Mon May 09 2011 00:00:00 GMT+0800 (CST)	16.16	0	33	22.3	0.1	27.2
Tue May 10 2011 00:00:00 GMT+0800 (CST)	16.84	0	33.3	22.5	0.4	27.7
Wed May 11 2011 00:00:00 GMT+0800 (CST)	11.18	0	32.9	23.5	0.1	28
Thu May 12 2011 00:00:00 GMT+0800 (CST)	13.02	3.5	34.3	24.5	0.6	28.5
Fri May 13 2011 00:00:00 GMT+0800 (CST)	15.62	3	32.4	23.7	0.1	27.2
Sat May 14 2011 00:00:00 GMT+0800 (CST)	4.31	0.5	26.5	23.4	0.3	24.6
Sun May 15 2011 00:00:00 GMT+0800 (CST)	6.57	0	27.4	23.1	0.3	24.6
Mon May 16 2011 00:00:00 GMT+0800 (CST)	6.92	27	29	20.7	0	23.9
Tue May 17 2011 00:00:00 GMT+0800 (CST)	2.89	17	22.8	19.8	0	21.4
Wed May 18 2011 00:00:00 GMT+0800 (CST)	12.34	0.5	29.6	21.3	1.7	24.4
Thu May 19 2011 00:00:00 GMT+0800 (CST)	7.45	21.5	29.9	22.1	1.5	24.7
Fri May 20 2011 00:00:00 GMT+0800 (CST)	11.44	0	30.9	21.7	2.5	24.9
Sat May 21 2011 00:00:00 GMT+0800 (CST)	15.22	1	32.2	21.7	3.6	25.7
Sun May 22 2011 00:00:00 GMT+0800 (CST)	12.85	22.5	32.3	23.1	1.3	26
Mon May 23 2011 00:00:00 GMT+0800 (CST)	5.06	29	29	22.9	1.1	24.7
Tue May 24 2011 00:00:00 GMT+0800 (CST)	8.23	0	29.7	22.4	2.4	25
Wed May 25 2011 00:00:00 GMT+0800 (CST)	11.75	0	31	21.7	3	25.7
Thu May 26 2011 00:00:00 GMT+0800 (CST)	16.98	0	31.8	23.5	5.4	27.2
Fri May 27 2011 00:00:00 GMT+0800 (CST)	13.78	0.5	32.2	24	4.8	27.2
Sat May 28 2011 00:00:00 GMT+0800 (CST)	11.36	0	28.4	20.3	4	24.7
Sun May 29 2011 00:00:00 GMT+0800 (CST)	18.99	0	31.8	18.9	5.9	24.5
Mon May 30 2011 00:00:00 GMT+0800 (CST)	15.62	0	31.5	19.3	4.6	24.9
Tue May 31 2011 00:00:00 GMT+0800 (CST)	12.18	0	31.2	22.1	3.5	26.4
Wed Jun 01 2011 00:00:00 GMT+0800 (CST)	7.96	0	30.3	23.6	1.8	26.6
Thu Jun 02 2011 00:00:00 GMT+0800 (CST)	10.6	7	31.2	22.3	2.6	26.3
Fri Jun 03 2011 00:00:00 GMT+0800 (CST)	11.27	0	31.4	23.9	3.1	27.1
Sat Jun 04 2011 00:00:00 GMT+0800 (CST)	14.82	0	33.1	23.7	4.2	28
Sun Jun 05 2011 00:00:00 GMT+0800 (CST)	17.05	0	34	24.3	5.3	28.7
Mon Jun 06 2011 00:00:00 GMT+0800 (CST)	17.38	0	33.8	24.4	6.2	29.3
Tue Jun 07 2011 00:00:00 GMT+0800 (CST)	16.23	0	34	24.8	5.1	29.1
Wed Jun 08 2011 00:00:00 GMT+0800 (CST)	18.35	0	34.4	25.3	6.3	29.6
Thu Jun 09 2011 00:00:00 GMT+0800 (CST)	16.93	0	34.2	25.8	5.8	28.9
Fri Jun 10 2011 00:00:00 GMT+0800 (CST)	15.34	14	34.9	23.9	2.7	28.4
Sat Jun 11 2011 00:00:00 GMT+0800 (CST)	13.31	0	34	24.5	5.1	29.1
Sun Jun 12 2011 00:00:00 GMT+0800 (CST)	16.82	1	34	24.7	6.3	29
Mon Jun 13 2011 00:00:00 GMT+0800 (CST)	16.7	0.5	34.3	25.5	5.2	29.2
Tue Jun 14 2011 00:00:00 GMT+0800 (CST)	15.92	0	33.8	24.9	4.9	28.9
Wed Jun 15 2011 00:00:00 GMT+0800 (CST)	17.24	0	35.3	25.3	6	29.4
Thu Jun 16 2011 00:00:00 GMT+0800 (CST)	15.48	0	34.5	24.8	6.1	29.5
Fri Jun 17 2011 00:00:00 GMT+0800 (CST)	14.06	0	33.8	25.7	4.3	29.4
Sat Jun 18 2011 00:00:00 GMT+0800 (CST)	17.22	0	34.4	26	6.1	29.6
Sun Jun 19 2011 00:00:00 GMT+0800 (CST)	19.13	0	35.1	25.4	7.4	29.7
Mon Jun 20 2011 00:00:00 GMT+0800 (CST)	17.27	0	35.1	24.1	9.3	29.7
Tue Jun 21 2011 00:00:00 GMT+0800 (CST)	5.75	2	31.2	25.8	1.4	28.1
Wed Jun 22 2011 00:00:00 GMT+0800 (CST)	6.24	0	31.3	25	1.3	27.8
Thu Jun 23 2011 00:00:00 GMT+0800 (CST)	17.46	0	35.6	24.9	6.8	29.9
Fri Jun 24 2011 00:00:00 GMT+0800 (CST)	11.36	0.5	33.6	24.5	3.8	28.8
Sat Jun 25 2011 00:00:00 GMT+0800 (CST)	3.93	20	28.9	24.2	0.3	26.8
Sun Jun 26 2011 00:00:00 GMT+0800 (CST)	11.11	14	33	24.8	1.9	28
Mon Jun 27 2011 00:00:00 GMT+0800 (CST)	10.28	97	34.4	24.2	1.8	27
Tue Jun 28 2011 00:00:00 GMT+0800 (CST)	5.98	1	28.8	23.8	0.4	25.3
Wed Jun 29 2011 00:00:00 GMT+0800 (CST)	9.71	84	31.4	23.5	1	26.2
Thu Jun 30 2011 00:00:00 GMT+0800 (CST)	15.77	0.5	32.5	23.5	3	27.8
Fri Jul 01 2011 00:00:00 GMT+0800 (CST)	15.94	0	33.6	24.7	5.3	28.3
Sat Jul 02 2011 00:00:00 GMT+0800 (CST)	9.34	0	32.5	25.1	3.2	27.9
Sun Jul 03 2011 00:00:00 GMT+0800 (CST)	16.43	0	34.1	25	4.6	29.3
Mon Jul 04 2011 00:00:00 GMT+0800 (CST)	16.31	0	33.5	26.1	4.3	29.6
Tue Jul 05 2011 00:00:00 GMT+0800 (CST)	17.48	0	34.3	25.7	3	29.1
Wed Jul 06 2011 00:00:00 GMT+0800 (CST)	15.24	0	33.4	24.8	3.2	28.6
Thu Jul 07 2011 00:00:00 GMT+0800 (CST)	13.1	0	32.7	25.5	3.3	28.7
Fri Jul 08 2011 00:00:00 GMT+0800 (CST)	17.7	0	34.9	24.5	5.3	29.4
Sat Jul 09 2011 00:00:00 GMT+0800 (CST)	15.5	0	34.1	24.3	4.3	29.3
Sun Jul 10 2011 00:00:00 GMT+0800 (CST)	9.28	0	33.5	26.4	3	28.6
Mon Jul 11 2011 00:00:00 GMT+0800 (CST)	7.07	120	33	23.9	5.6	27
Tue Jul 12 2011 00:00:00 GMT+0800 (CST)	10.13	2	32.1	24.8	1.6	27.3
Wed Jul 13 2011 00:00:00 GMT+0800 (CST)	9.4	35.5	31.6	24.2	1.6	26.6
Thu Jul 14 2011 00:00:00 GMT+0800 (CST)	12.25	6	33	23.6	1.4	26.5
Fri Jul 15 2011 00:00:00 GMT+0800 (CST)	13.41	0	32.8	24.3	4	27.4
Sat Jul 16 2011 00:00:00 GMT+0800 (CST)	13.69	2.5	33.3	24.5	2.9	27.5
Sun Jul 17 2011 00:00:00 GMT+0800 (CST)	11.08	2	32.5	24.3	2.5	27.4
Mon Jul 18 2011 00:00:00 GMT+0800 (CST)	13.32	18.5	32.9	24.7	4.3	28.3
Tue Jul 19 2011 00:00:00 GMT+0800 (CST)	5.6	41	30.1	25.4	0.7	27.2
Wed Jul 20 2011 00:00:00 GMT+0800 (CST)	7.74	9.5	31.7	24.9	1.1	26.8
Thu Jul 21 2011 00:00:00 GMT+0800 (CST)	8.3	7	31.3	25	1.3	27.3
Fri Jul 22 2011 00:00:00 GMT+0800 (CST)	16.96	0	33.5	24.7	4.9	29
Sat Jul 23 2011 00:00:00 GMT+0800 (CST)	17.34	0	34	25.3	4.9	29.4
Sun Jul 24 2011 00:00:00 GMT+0800 (CST)	17.77	0	35.1	25.8	5.5	29.8
Mon Jul 25 2011 00:00:00 GMT+0800 (CST)	9.65	0	33.4	26.1	2.6	28.4
Tue Jul 26 2011 00:00:00 GMT+0800 (CST)	15.72	0	33.9	24.9	5.7	29.1
Wed Jul 27 2011 00:00:00 GMT+0800 (CST)	18.45	0	34.7	23.5	6.9	29.3
Thu Jul 28 2011 00:00:00 GMT+0800 (CST)	17.02	1	35.7	25.3	5.6	29.6
Fri Jul 29 2011 00:00:00 GMT+0800 (CST)	16.75	6.5	34.3	24.6	4.7	28.5
Sat Jul 30 2011 00:00:00 GMT+0800 (CST)	14.24	0	33.5	24.2	5.4	28.1
Sun Jul 31 2011 00:00:00 GMT+0800 (CST)	15.02	0	33.9	24.2	5.3	28.9
Mon Aug 01 2011 00:00:00 GMT+0800 (CST)	14.89	0	33.5	26.1	4.7	29.4
Tue Aug 02 2011 00:00:00 GMT+0800 (CST)	14.49	0	34.2	26.5	4.5	29.6
Wed Aug 03 2011 00:00:00 GMT+0800 (CST)	15.96	0	34.2	25.7	5	29.5
Thu Aug 04 2011 00:00:00 GMT+0800 (CST)	15.77	0	35.3	26.8	5.8	30
Fri Aug 05 2011 00:00:00 GMT+0800 (CST)	14.44	0	34.3	25.7	6.8	29.7
Sat Aug 06 2011 00:00:00 GMT+0800 (CST)	8.37	12.5	32.6	25.6	1.4	27.8
Sun Aug 07 2011 00:00:00 GMT+0800 (CST)	16.29	0	34.6	25.5	5.1	29.8
Mon Aug 08 2011 00:00:00 GMT+0800 (CST)	13.1	24	34.5	24.4	1	27.8
Tue Aug 09 2011 00:00:00 GMT+0800 (CST)	14.27	1	34.6	24.9	3.9	27.8
Wed Aug 10 2011 00:00:00 GMT+0800 (CST)	12.5	118.5	33.7	24	1.3	27.3
Thu Aug 11 2011 00:00:00 GMT+0800 (CST)	14.99	26.5	33.4	23.9	1.7	27.5
Fri Aug 12 2011 00:00:00 GMT+0800 (CST)	11.92	0.5	32.7	24	2.3	27.3
Sat Aug 13 2011 00:00:00 GMT+0800 (CST)	14	0	33.1	24.7	3.2	28.6
Sun Aug 14 2011 00:00:00 GMT+0800 (CST)	16.67	0	34.1	24.9	5	29.2
Mon Aug 15 2011 00:00:00 GMT+0800 (CST)	14.94	0	33.7	25.2	4.3	29.4
Tue Aug 16 2011 00:00:00 GMT+0800 (CST)	17.92	4	34.9	25.2	3.8	29
Wed Aug 17 2011 00:00:00 GMT+0800 (CST)	18.47	0	34.8	24.1	5.4	29.3
Thu Aug 18 2011 00:00:00 GMT+0800 (CST)	18.36	0	34.7	25.8	6.6	29.5
Fri Aug 19 2011 00:00:00 GMT+0800 (CST)	12.32	0	32.5	25	3.6	28.8
Sat Aug 20 2011 00:00:00 GMT+0800 (CST)	14.92	0	33.7	25.5	4	29.1
Sun Aug 21 2011 00:00:00 GMT+0800 (CST)	15.99	0	33.9	26.2	4.6	29.2
Mon Aug 22 2011 00:00:00 GMT+0800 (CST)	14.66	0	33.2	25.1	3.6	28.9
Tue Aug 23 2011 00:00:00 GMT+0800 (CST)	16.19	0	33.9	24.9	4.4	29.2
Wed Aug 24 2011 00:00:00 GMT+0800 (CST)	12.29	30	33.4	24.4	1.2	27.9
Thu Aug 25 2011 00:00:00 GMT+0800 (CST)	16	0	33.4	24.2	4.1	28.7
Fri Aug 26 2011 00:00:00 GMT+0800 (CST)	14.83	1	34.9	25	4.4	28.9
Sat Aug 27 2011 00:00:00 GMT+0800 (CST)	12.94	0	34.7	25.3	3.8	29
Sun Aug 28 2011 00:00:00 GMT+0800 (CST)	2.8	2.5	28.7	25.5	0.9	26.7
Mon Aug 29 2011 00:00:00 GMT+0800 (CST)	4.41	2	29.8	25.7	0.9	27.2
Tue Aug 30 2011 00:00:00 GMT+0800 (CST)	6.72	4.5	30.6	25	0	26.9
Wed Aug 31 2011 00:00:00 GMT+0800 (CST)	3.76	9.5	29	24.2	0	26
Thu Sep 01 2011 00:00:00 GMT+0800 (CST)	11.59	42	32.6	23.6	0.6	26.5
Fri Sep 02 2011 00:00:00 GMT+0800 (CST)	10.8	0	32.3	24.5	1.5	26.6
Sat Sep 03 2011 00:00:00 GMT+0800 (CST)	14.79	0	32.9	23.2	4.2	27.8
Sun Sep 04 2011 00:00:00 GMT+0800 (CST)	15.98	0	34	24.8	4.7	28.5
